Date,Open,High,Low,Close,Adj Close,Volume
2014-07-28,10293.7001953125,10405.7001953125,10286.9501953125,10383.4501953125,10383.4501953125,9600
2014-07-30,10395.5498046875,10408.2998046875,10311.7001953125,10361.0498046875,10361.0498046875,9800
2014-07-31,10348.0498046875,10351.7998046875,10279.5498046875,10304.7001953125,10304.7001953125,16000
2014-08-01,10227.5498046875,10307.0,10141.150390625,10155.2998046875,10155.2998046875,12500
2014-08-04,10192.349609375,10383.599609375,10160.2001953125,10370.150390625,10370.150390625,11000
2014-08-05,10403.599609375,10450.5498046875,10322.0,10422.7001953125,10422.7001953125,8400
2014-08-06,10423.849609375,10544.650390625,10423.849609375,10484.599609375,10484.599609375,10800
2014-08-07,10362.5498046875,10414.2001953125,10324.25,10342.9501953125,10342.9501953125,12000
2014-08-08,10327.2001953125,10384.7001953125,10293.150390625,10318.25,10318.25,8800
2014-08-11,10391.900390625,10405.5498046875,10338.0,10382.5498046875,10382.5498046875,8200
2014-08-12,10448.599609375,10448.599609375,10311.2001953125,10394.849609375,10394.849609375,6700
2014-08-13,10381.0498046875,10529.7001953125,10376.849609375,10480.400390625,10480.400390625,10000
2014-08-14,10513.75,10547.150390625,10440.7001953125,10468.25,10468.25,7500
2014-08-18,10459.7001953125,10465.650390625,10395.9501953125,10418.7001953125,10418.7001953125,8000
2014-08-19,10441.400390625,10441.400390625,10346.25,10365.150390625,10365.150390625,8200
2014-08-20,10397.0,10434.900390625,10383.650390625,10399.099609375,10399.099609375,10200
2014-08-21,10432.75,10456.9501953125,10373.9501953125,10392.849609375,10392.849609375,11300
2014-08-22,10403.4501953125,10565.25,10403.4501953125,10543.400390625,10543.400390625,9700
2014-08-25,10553.7998046875,10666.5,10514.5,10645.849609375,10645.849609375,9600
2014-08-26,10653.599609375,10714.849609375,10581.849609375,10671.0,10671.0,8900
2014-08-27,10675.0498046875,10775.4501953125,10635.2998046875,10743.7998046875,10743.7998046875,10000
2014-08-28,10749.25,10757.650390625,10658.2001953125,10679.650390625,10679.650390625,11700
2014-09-01,10712.5,10753.2998046875,10695.0498046875,10705.2998046875,10705.2998046875,9100
2014-09-02,10723.4501953125,10783.2998046875,10636.7001953125,10746.5498046875,10746.5498046875,9900
2014-09-03,10749.0,11030.150390625,10749.0,11005.099609375,11005.099609375,15900
2014-09-04,11025.849609375,11025.849609375,10921.650390625,10960.4501953125,10960.4501953125,9200
2014-09-05,11018.7998046875,11122.4501953125,10974.2001953125,11025.5498046875,11025.5498046875,12600
2014-09-08,11062.7998046875,11182.5,11056.349609375,11167.75,11167.75,12300
2014-09-09,11144.0,11156.150390625,11048.400390625,11069.900390625,11069.900390625,8900
2014-09-10,11041.849609375,11041.849609375,10929.599609375,10942.4501953125,10942.4501953125,8500
2014-09-11,10975.7001953125,11030.5498046875,10885.0,10965.9501953125,10965.9501953125,11100
2014-09-12,10987.0,11017.7001953125,10918.7001953125,10958.5,10958.5,11700
2014-09-15,10959.849609375,10960.7001953125,10856.599609375,10868.150390625,10868.150390625,9100
2014-09-16,10876.7998046875,10934.2998046875,10796.4501953125,10811.5,10811.5,15400
2014-09-17,10866.2001953125,11001.5,10866.2001953125,10991.400390625,10991.400390625,9600
2014-09-18,10916.349609375,11091.25,10880.9501953125,11055.2001953125,11055.2001953125,28100
2014-09-19,11074.0,11316.599609375,11071.400390625,11224.150390625,11224.150390625,28600
2014-09-22,11187.599609375,11187.599609375,11090.849609375,11173.150390625,11173.150390625,13300
2014-09-23,11172.25,11309.349609375,11066.0,11088.0498046875,11088.0498046875,20300
2014-09-24,11135.0498046875,11156.0498046875,11034.4501953125,11074.2001953125,11074.2001953125,12300
2014-09-25,11102.5,11237.2998046875,11102.5,11185.9501953125,11185.9501953125,16100
2014-09-26,11188.099609375,11236.4501953125,11093.599609375,11138.0,11138.0,14100
2014-09-29,11178.5498046875,11352.099609375,11129.849609375,11326.599609375,11326.599609375,12000
2014-09-30,11341.400390625,11360.349609375,11231.7998046875,11302.7001953125,11302.7001953125,16700
2014-10-01,11287.2001953125,11543.75,11287.2001953125,11519.4501953125,11519.4501953125,16700
2014-10-07,11371.900390625,11633.650390625,11371.900390625,11428.599609375,11428.599609375,16700
2014-10-08,11380.849609375,11380.849609375,10985.75,11043.400390625,11043.400390625,17200
2014-10-09,11138.400390625,11189.650390625,11023.7001953125,11065.150390625,11065.150390625,11800
2014-10-10,11065.0,11365.2001953125,11001.650390625,11311.25,11311.25,19300
2014-10-13,11318.5498046875,11483.7998046875,11318.5498046875,11437.0,11437.0,12300
2014-10-14,11474.7998046875,11474.7998046875,11336.650390625,11350.2998046875,11350.2998046875,12600
2014-10-16,11379.0498046875,11438.5498046875,11135.25,11174.849609375,11174.849609375,14300
2014-10-17,10889.5,10920.25,10716.7001953125,10746.2001953125,10746.2001953125,21300
2014-10-20,10845.7001953125,10845.7001953125,10658.4501953125,10673.099609375,10673.099609375,12600
2014-10-21,10723.150390625,10748.7998046875,10605.099609375,10692.349609375,10692.349609375,13200
2014-10-22,10835.400390625,10835.400390625,10749.099609375,10767.400390625,10767.400390625,9800
2014-10-27,10890.599609375,10890.599609375,10684.599609375,10714.2998046875,10714.2998046875,11200
2014-10-28,10696.2998046875,10771.5498046875,10696.2998046875,10737.25,10737.25,10500
2014-10-29,10767.400390625,10929.150390625,10767.400390625,10912.2998046875,10912.2998046875,11700
2014-10-30,10973.349609375,11190.900390625,10973.349609375,11124.599609375,11124.599609375,20000
2014-10-31,11192.7998046875,11372.25,11192.7998046875,11341.0498046875,11341.0498046875,11100
2014-11-03,11433.0,11462.849609375,11306.2001953125,11359.900390625,11359.900390625,12500
2014-11-05,11419.9501953125,11493.5,11336.349609375,11440.5,11440.5,19100
2014-11-07,11438.2998046875,11523.5498046875,11405.5,11476.150390625,11476.150390625,15400
2014-11-10,11491.9501953125,11508.900390625,11388.7998046875,11470.9501953125,11470.9501953125,9700
2014-11-11,11477.25,11501.400390625,11398.25,11439.7001953125,11439.7001953125,9200
2014-11-12,11428.400390625,11508.75,11406.75,11421.2998046875,11421.2998046875,11000
2014-11-13,11458.2998046875,11575.5,11398.7001953125,11539.599609375,11539.599609375,15600
2014-11-14,11551.400390625,11614.650390625,11549.599609375,11571.75,11571.75,12700
2014-11-17,11553.900390625,11623.5498046875,11496.599609375,11608.150390625,11608.150390625,9100
2014-11-18,11628.150390625,11633.400390625,11495.0498046875,11512.900390625,11512.900390625,10400
2014-11-19,11532.0,11556.349609375,11444.650390625,11524.2998046875,11524.2998046875,10800
2014-11-20,11583.4501953125,11692.400390625,11538.2001953125,11677.4501953125,11677.4501953125,11000
2014-11-21,11637.7001953125,11643.7001953125,11544.349609375,11596.9501953125,11596.9501953125,10900
2014-11-24,11659.7001953125,11825.849609375,11659.7001953125,11809.849609375,11809.849609375,9800
2014-11-25,11847.400390625,11908.099609375,11679.099609375,11790.0,11790.0,14600
2014-11-26,11769.2001953125,11804.75,11714.849609375,11770.400390625,11770.400390625,7900
2014-11-27,11800.849609375,11925.900390625,11799.7998046875,11900.849609375,11900.849609375,11500
2014-11-28,11925.849609375,11979.5,11874.7998046875,11898.0498046875,11898.0498046875,10900
2014-12-01,11942.25,12013.900390625,11884.9501953125,11981.0,11981.0,11800
2014-12-02,11952.7001953125,11952.7001953125,11794.4501953125,11812.75,11812.75,8200
2014-12-03,11787.599609375,11819.7001953125,11707.25,11807.900390625,11807.900390625,10600
2014-12-04,11809.5498046875,11895.150390625,11732.25,11748.75,11748.75,21000
2014-12-05,11788.5498046875,11789.849609375,11506.5498046875,11536.25,11536.25,13400
2014-12-08,11417.099609375,11427.900390625,11136.25,11176.4501953125,11176.4501953125,50700
2014-12-09,11207.599609375,11271.5,11127.75,11138.900390625,11138.900390625,11400
2014-12-10,11137.5498046875,11195.75,11102.75,11111.7001953125,11111.7001953125,0
2014-12-11,11059.7001953125,11088.2998046875,10971.5,10986.25,10986.25,0
2014-12-12,11030.150390625,11121.099609375,10869.25,10929.900390625,10929.900390625,15700
2014-12-15,10748.5,10830.75,10690.849609375,10727.75,10727.75,0
2014-12-16,10694.25,10972.650390625,10694.25,10891.599609375,10891.599609375,0
2014-12-17,10894.2998046875,10951.25,10706.0,10860.099609375,10860.099609375,0
2014-12-18,10920.650390625,10997.4501953125,10872.150390625,10987.4501953125,10987.4501953125,0
2014-12-19,11101.599609375,11220.349609375,11101.599609375,11176.2001953125,11176.2001953125,17200
2014-12-22,11223.75,11223.75,11088.9501953125,11202.099609375,11202.099609375,0
2014-12-23,11184.9501953125,11260.099609375,11065.150390625,11094.599609375,11094.599609375,0
2014-12-24,11104.0498046875,11119.5498046875,10889.0,10928.0,10928.0,0
2014-12-26,10974.849609375,11046.650390625,10916.9501953125,11036.7001953125,11036.7001953125,0
2014-12-29,11056.2001953125,11154.4501953125,11056.2001953125,11104.7001953125,11104.7001953125,0
2014-12-30,11113.349609375,11186.849609375,11113.0498046875,11149.7001953125,11149.7001953125,0
2014-12-31,11129.5498046875,11237.650390625,11106.9501953125,11216.2998046875,11216.2998046875,0
2015-01-02,11214.650390625,11399.099609375,11214.650390625,11372.099609375,11372.099609375,0
2015-01-05,11369.349609375,11433.75,11186.9501953125,11248.5498046875,11248.5498046875,0
2015-01-06,11186.099609375,11186.099609375,10909.0,10959.900390625,10959.900390625,0
2015-01-07,11013.2001953125,11042.349609375,10889.5498046875,10916.0,10916.0,0
2015-01-08,11031.150390625,11058.150390625,10915.0498046875,11018.150390625,11018.150390625,0
2015-01-12,11456.0,11565.849609375,11378.7998046875,11543.650390625,11543.650390625,0
2015-01-13,11545.25,11546.599609375,11437.9501953125,11502.7998046875,11502.7998046875,0
2015-01-14,11561.9501953125,11631.5498046875,11521.0,11614.2998046875,11614.2998046875,0
2015-01-15,11672.2998046875,11774.5,11575.099609375,11669.849609375,11669.849609375,0
2015-01-16,11708.849609375,11708.849609375,11582.849609375,11659.599609375,11659.599609375,0
2015-01-19,11732.5,11797.599609375,11629.0498046875,11642.75,11642.75,0
2015-01-20,11681.7998046875,11721.900390625,11635.7001953125,11695.0,11695.0,0
2015-01-21,11732.4501953125,11838.2998046875,11659.7001953125,11813.7001953125,11813.7001953125,0
2015-01-22,11832.5498046875,11884.5,11782.9501953125,11850.849609375,11850.849609375,0
2015-01-27,11915.599609375,11917.25,11679.5498046875,11693.4501953125,11693.4501953125,0
2015-01-28,11712.5498046875,11821.7998046875,11693.7998046875,11809.5498046875,11809.5498046875,0
2015-01-29,11812.349609375,11861.5,11728.75,11824.150390625,11824.150390625,0
2015-02-02,11871.349609375,11972.599609375,11847.7998046875,11943.9501953125,11943.9501953125,0
2015-02-03,11963.75,12000.650390625,11849.0,11963.900390625,11963.900390625,0
2015-02-04,12027.099609375,12027.099609375,11902.349609375,11938.900390625,11938.900390625,0
2015-02-05,11967.75,12295.349609375,11963.7998046875,12165.150390625,12165.150390625,0
2015-02-06,12190.7001953125,12380.4501953125,12186.9501953125,12267.9501953125,12267.9501953125,11100
2015-02-09,12160.900390625,12285.4501953125,12160.900390625,12249.2998046875,12249.2998046875,0
2015-02-10,12215.2001953125,12297.75,12129.650390625,12162.849609375,12162.849609375,0
2015-02-11,12198.4501953125,12265.7001953125,12149.349609375,12243.400390625,12243.400390625,0
2015-02-12,12277.2001953125,12397.0,12253.0498046875,12372.0,12372.0,0
2015-02-13,12369.599609375,12506.7001953125,12353.25,12464.9501953125,12464.9501953125,0
2015-02-18,12511.0498046875,12647.7001953125,12442.7001953125,12632.75,12632.75,0
2015-02-19,12629.0498046875,12737.099609375,12628.75,12723.7998046875,12723.7998046875,0
2015-02-20,12750.0,12750.0,12550.75,12571.9501953125,12571.9501953125,11100
2015-02-23,12607.349609375,12709.900390625,12475.900390625,12531.2998046875,12531.2998046875,0
2015-02-24,12572.25,12644.099609375,12514.650390625,12566.2001953125,12566.2001953125,0
2015-02-25,12621.5498046875,12719.900390625,12600.0498046875,12633.349609375,12633.349609375,0
2015-02-26,12623.7998046875,12633.150390625,12429.5,12458.5,12458.5,0
2015-02-27,12511.25,12578.099609375,12434.650390625,12554.9501953125,12554.9501953125,0
2015-03-02,12700.599609375,12719.0498046875,12586.150390625,12663.7001953125,12663.7001953125,0
2015-03-03,12687.25,12871.150390625,12635.5,12855.900390625,12855.900390625,0
2015-03-04,12885.75,12908.099609375,12630.5498046875,12730.599609375,12730.599609375,0
2015-03-05,12719.099609375,12832.2998046875,12615.4501953125,12665.5,12665.5,11000
2015-03-09,12599.7998046875,12599.7998046875,12372.4501953125,12422.25,12422.25,0
2015-03-10,12404.349609375,12462.7998046875,12307.099609375,12405.0498046875,12405.0498046875,0
2015-03-11,12414.7001953125,12585.5498046875,12298.5,12352.349609375,12352.349609375,0
2015-03-12,12377.2001953125,12442.400390625,12329.25,12423.650390625,12423.650390625,0
2015-03-13,12478.5498046875,12478.5498046875,12248.4501953125,12312.150390625,12312.150390625,17800
2015-03-16,12308.9501953125,12477.4501953125,12297.2001953125,12419.0498046875,12419.0498046875,0
2015-03-17,12459.599609375,12498.849609375,12300.849609375,12383.150390625,12383.150390625,0
2015-03-18,12434.25,12448.4501953125,12256.5498046875,12276.099609375,12276.099609375,0
2015-03-19,12298.25,12356.650390625,12253.099609375,12275.2001953125,12275.2001953125,0
2015-03-20,12306.599609375,12392.849609375,12274.349609375,12363.5,12363.5,0
2015-03-23,12364.2998046875,12443.25,12217.75,12244.4501953125,12244.4501953125,0
2015-03-24,12266.2001953125,12345.0498046875,12154.4501953125,12180.0,12180.0,0
2015-03-25,12214.5498046875,12256.400390625,12135.5,12225.599609375,12225.599609375,0
2015-03-26,12168.2998046875,12204.4501953125,11865.849609375,11902.099609375,11902.099609375,0
2015-03-30,12010.650390625,12127.599609375,11971.400390625,12100.849609375,12100.849609375,0
2015-03-31,12159.0498046875,12206.7998046875,12005.2001953125,12083.0,12083.0,0
2015-04-06,11970.2001953125,11997.2998046875,11872.650390625,11969.25,11969.25,0
2015-04-07,11999.25,12062.25,11881.5,11989.349609375,11989.349609375,0
2015-04-08,12072.2001953125,12249.099609375,12060.25,12214.2998046875,12214.2998046875,0
2015-04-09,12296.75,12323.7001953125,12171.150390625,12279.400390625,12279.400390625,0
2015-04-15,12335.150390625,12369.400390625,12121.5498046875,12154.5498046875,12154.5498046875,0
2015-04-16,12187.5498046875,12198.0498046875,11947.0498046875,12059.0,12059.0,0
2015-04-20,11805.5,11815.7001953125,11538.849609375,11562.2001953125,11562.2001953125,0
2015-04-21,11472.599609375,11602.7998046875,11415.0,11558.400390625,11558.400390625,0
2015-04-22,11552.5,11552.5,11345.099609375,11492.0,11492.0,0
2015-04-23,11571.0498046875,11572.0498046875,11410.400390625,11451.5498046875,11451.5498046875,0
2015-04-27,11166.400390625,11170.5,10941.75,11097.900390625,11097.900390625,0
2015-04-28,11097.2001953125,11097.2001953125,10979.2001953125,11052.9501953125,11052.9501953125,0
2015-04-29,11039.0,11150.5498046875,10954.0,11094.400390625,11094.400390625,0
2015-05-04,11087.5,11217.2001953125,11044.25,11191.4501953125,11191.4501953125,0
2015-05-05,11252.2998046875,11264.349609375,11115.5,11170.25,11170.25,0
2015-05-06,11186.349609375,11191.7001953125,10921.75,10938.849609375,10938.849609375,0
2015-05-07,10934.7998046875,11172.150390625,10900.900390625,11127.75,11127.75,0
2015-05-11,11225.150390625,11351.0498046875,11184.650390625,11324.5498046875,11324.5498046875,0
2015-05-12,11337.7001953125,11337.7001953125,11101.25,11118.4501953125,11118.4501953125,0
2015-05-13,11168.7001953125,11225.5498046875,11040.5498046875,11170.5,11170.5,0
2015-05-14,11185.599609375,11185.599609375,11021.849609375,11093.599609375,11093.599609375,0
2015-05-18,11200.400390625,11294.4501953125,11147.150390625,11279.4501953125,11279.4501953125,0
2015-05-19,11264.7998046875,11425.150390625,11260.2001953125,11372.2001953125,11372.2001953125,0
2015-05-20,11438.7001953125,11583.0498046875,11438.7001953125,11571.7001953125,11571.7001953125,0
2015-05-21,11589.0,11638.099609375,11572.599609375,11618.599609375,11618.599609375,0
2015-05-25,11740.75,11784.349609375,11602.099609375,11623.349609375,11623.349609375,0
2015-05-26,11608.75,11649.7001953125,11562.0498046875,11581.900390625,11581.900390625,0
2015-05-27,11481.4501953125,11481.4501953125,11338.0498046875,11367.5,11367.5,0
2015-05-28,11368.0,11483.75,11321.650390625,11450.849609375,11450.849609375,0
2015-05-29,11443.099609375,11647.0498046875,11411.150390625,11575.0498046875,11575.0498046875,0
2015-06-01,11561.900390625,11629.5498046875,11496.0498046875,11525.650390625,11525.650390625,0
2015-06-02,11523.849609375,11563.9501953125,11326.7001953125,11347.900390625,11347.900390625,0
2015-06-03,11383.099609375,11421.5498046875,11299.75,11361.099609375,11361.099609375,0
2015-06-04,11375.849609375,11455.900390625,11331.849609375,11379.2001953125,11379.2001953125,0
2015-06-05,11376.4501953125,11444.0,11282.2998046875,11291.5498046875,11291.5498046875,0
2015-06-08,11302.75,11303.599609375,11196.5,11238.599609375,11238.599609375,0
2015-06-09,11235.2998046875,11254.4501953125,11114.2998046875,11142.9501953125,11142.9501953125,0
2015-06-10,11145.400390625,11423.75,11136.400390625,11401.7001953125,11401.7001953125,0
2015-06-11,11420.0,11444.75,11213.400390625,11227.150390625,11227.150390625,0
2015-06-12,11222.7998046875,11267.0,10930.4501953125,11049.349609375,11049.349609375,0
2015-06-15,11022.7001953125,11170.0498046875,10933.400390625,11093.849609375,11093.849609375,0
2015-06-16,11111.7998046875,11135.25,11046.0,11119.2001953125,11119.2001953125,0
2015-06-17,11181.900390625,11221.150390625,11114.349609375,11143.5,11143.5,0
2015-06-18,11191.75,11259.150390625,11164.099609375,11215.349609375,11215.349609375,0
2015-06-19,11260.900390625,11353.25,11222.25,11243.650390625,11243.650390625,13900
2015-06-22,11266.900390625,11446.7998046875,11260.9501953125,11429.7998046875,11429.7998046875,0
2015-06-23,11473.0,11479.599609375,11327.2001953125,11341.150390625,11341.150390625,0
2015-06-24,11400.349609375,11409.75,11324.349609375,11353.75,11353.75,0
2015-06-25,11332.4501953125,11332.7001953125,11188.5498046875,11210.400390625,11210.400390625,0
2015-06-26,11238.7998046875,11388.4501953125,11238.7998046875,11362.5498046875,11362.5498046875,0
2015-06-29,11181.25,11230.2001953125,10998.2001953125,11133.650390625,11133.650390625,0
2015-06-30,11101.599609375,11144.2001953125,11016.75,11037.400390625,11037.400390625,0
2015-07-01,11053.650390625,11239.75,11053.650390625,11213.599609375,11213.599609375,0
2015-07-02,11246.5,11247.5,11161.2998046875,11187.25,11187.25,0
2015-07-06,11079.2001953125,11239.0,11072.5498046875,11209.599609375,11209.599609375,0
2015-07-07,11216.5498046875,11264.5498046875,11126.2001953125,11143.849609375,11143.849609375,0
2015-07-08,11079.9501953125,11143.900390625,10980.0498046875,11021.7998046875,11021.7998046875,0
2015-07-09,11043.650390625,11065.400390625,10808.349609375,10828.7001953125,10828.7001953125,0
2015-07-10,10950.25,10950.25,10759.849609375,10798.25,10798.25,0
2015-07-13,10840.650390625,11011.650390625,10840.650390625,10998.849609375,10998.849609375,0
2015-07-14,11024.400390625,11067.5498046875,10945.0498046875,11043.849609375,11043.849609375,0
2015-07-15,11050.5,11165.5,11050.5,11150.25,11150.25,0
2015-07-16,11191.150390625,11218.75,11123.150390625,11191.599609375,11191.599609375,0
2015-07-17,11239.7001953125,11306.400390625,11227.400390625,11269.2001953125,11269.2001953125,0
2015-07-20,11270.400390625,11307.900390625,11197.849609375,11266.9501953125,11266.9501953125,0
2015-07-21,11366.599609375,11798.2001953125,11366.599609375,11655.4501953125,11655.4501953125,0
2015-07-22,11647.5,11687.2001953125,11509.150390625,11643.75,11643.75,0
2015-07-23,11640.650390625,11719.0498046875,11537.7001953125,11558.7001953125,11558.7001953125,0
2015-07-24,11568.849609375,11588.900390625,11452.25,11464.150390625,11464.150390625,0
2015-07-27,11437.5498046875,11438.0,11342.5,11362.4501953125,11362.4501953125,0
2015-07-28,11378.7998046875,11432.4501953125,11283.7001953125,11306.25,11306.25,0
2015-07-29,11369.4501953125,11494.849609375,11330.650390625,11470.7001953125,11470.7001953125,0
2015-07-30,11530.2998046875,11539.4501953125,11365.0498046875,11394.5498046875,11394.5498046875,0
2015-07-31,11434.900390625,11622.2001953125,11434.900390625,11594.150390625,11594.150390625,0
2015-08-03,11490.599609375,11572.599609375,11441.5,11466.400390625,11466.400390625,0
2015-08-04,11480.7001953125,11489.150390625,11379.150390625,11415.5498046875,11415.5498046875,0
2015-08-05,11470.2001953125,11632.2001953125,11460.0,11618.0,11618.0,0
2015-08-06,11698.900390625,11739.099609375,11576.25,11616.5,11616.5,0
2015-08-07,11604.4501953125,11663.599609375,11580.349609375,11597.0498046875,11597.0498046875,0
2015-08-10,11623.099609375,11696.849609375,11500.400390625,11573.900390625,11573.900390625,0
2015-08-11,11637.25,11740.849609375,11605.900390625,11711.150390625,11711.150390625,0
2015-08-12,11731.7001953125,12026.0498046875,11731.7001953125,12006.7998046875,12006.7998046875,0
2015-08-13,12029.5,12092.0498046875,11916.2998046875,11956.099609375,11956.099609375,0
2015-08-14,11968.2998046875,12129.0,11961.099609375,12048.4501953125,12048.4501953125,0
2015-08-17,12057.650390625,12058.0498046875,11920.25,12001.75,12001.75,0
2015-08-18,12068.349609375,12250.099609375,12060.150390625,12159.400390625,12159.400390625,0
2015-08-19,12215.5498046875,12314.400390625,12165.400390625,12249.099609375,12249.099609375,0
2015-08-20,12269.5,12269.5,11969.2998046875,11985.25,11985.25,0
2015-08-21,12009.7998046875,12102.7998046875,11825.0498046875,12032.2998046875,12032.2998046875,0
2015-08-24,11750.4501953125,11797.9501953125,11393.0,11455.150390625,11455.150390625,0
2015-08-25,11524.849609375,11615.5,11140.7998046875,11376.75,11376.75,0
2015-08-26,11395.5,11548.849609375,11172.2001953125,11284.099609375,11284.099609375,0
2015-08-27,11438.7001953125,11476.7998046875,11351.0498046875,11396.900390625,11396.900390625,0
2015-08-28,11545.2998046875,11645.0498046875,11534.849609375,11588.25,11588.25,0
2015-08-31,11691.650390625,11691.650390625,11537.650390625,11605.7001953125,11605.7001953125,0
2015-09-01,11563.5498046875,11712.5,11391.7001953125,11476.4501953125,11476.4501953125,0
2015-09-02,11563.9501953125,11752.099609375,11510.900390625,11604.7001953125,11604.7001953125,0
2015-09-03,11679.5,11722.7998046875,11565.099609375,11672.849609375,11672.849609375,0
2015-09-04,11689.7998046875,11695.7998046875,11392.9501953125,11413.599609375,11413.599609375,9800
2015-09-07,11445.349609375,11451.099609375,11264.7001953125,11318.2998046875,11318.2998046875,0
2015-09-08,11331.650390625,11452.9501953125,11279.2001953125,11390.099609375,11390.099609375,0
2015-09-09,11554.4501953125,11604.150390625,11446.349609375,11504.900390625,11504.900390625,0
2015-09-10,11439.4501953125,11468.9501953125,11292.2001953125,11396.9501953125,11396.9501953125,0
2015-09-11,11445.650390625,11519.75,11381.349609375,11432.25,11432.25,0
2015-09-14,11482.400390625,11527.75,11405.349609375,11520.2998046875,11520.2998046875,0
2015-09-15,11524.400390625,11545.2998046875,11475.25,11536.349609375,11536.349609375,0
2015-09-18,11694.9501953125,11801.900390625,11666.849609375,11726.7001953125,11726.7001953125,0
2015-09-21,11659.849609375,11752.849609375,11643.25,11724.0498046875,11724.0498046875,0
2015-09-22,11790.5,11941.7998046875,11615.7001953125,11705.5498046875,11705.5498046875,0
2015-09-23,11659.900390625,11753.599609375,11586.900390625,11694.0,11694.0,0
2015-09-28,11989.2998046875,12008.0,11819.2001953125,11841.0498046875,11841.0498046875,0
2015-09-29,11768.650390625,11963.2001953125,11749.25,11863.9501953125,11863.9501953125,0
2015-09-30,12010.75,12055.7998046875,11904.0498046875,12032.099609375,12032.099609375,0
